code,name,cname,category,price,diff,chg,preclose,open,high,low,amplitude,volume,mktcap,pe,market,category_id
CHGG,"Chegg, Inc.","Chegg, Inc.",,39.03,1.12,2.95,37.91,38.09,39.2,37.8,3.68%,1366926,4723741695,-390.29998198,NYSE,712.0
CGC,Canopy Growth Corp.,Canopy Growth Corp.,,20.13,-0.96,-4.55,21.09,21.56,21.65,19.88,8.39%,10760541,4697652191,-4.8506021,NYSE,
IHI,iShares U.S. Medical Devices ETF,iShares 美国医药设备 ETF,股权,265.62,1.3,0.49,264.32,265.4,265.62,262.65,1.12%,646083,4672998355,12.76405584,NYSE,145.0
SHLX,Shell Midstream Partners LP,Shell Midstream Partners LP,,20.25,0.04,0.2,20.21,20.3,20.37,20.05,1.58%,694840,4650566162,11.57142857,NYSE,
LOPE,"Grand Canyon Education, Inc.",大峡谷教育,,96.36,0.57,0.6,95.79,96.76,96.76,94.84,2.00%,1155526,4632985630,17.84444424,NASDAQ,723.0
MRTX,"Mirati Therapeutics, Inc.","Mirati Therapeutics, Inc.",生物技术和制药,116.21,-12.65,-9.82,128.86,129.76,132.59,115.55,13.22%,750772,4627072884,-24.7782511,NASDAQ,700.0
ERI,"Eldorado Resorts, Inc.",艾姆升,,59.51,-0.13,-0.22,59.64,60.26,60.33,59.17,1.95%,1077586,4616397746,49.18181524,AMEX,
PSTG,"Pure Storage, Inc.","Pure Storage, Inc.",,17.8,0.69,4.03,17.11,17.25,17.81,17.16,3.80%,5410641,4613845016,-19.77777745,NYSE,
SPYV,SPDR Portfolio S&P 500 Value ETF,SPDR Portfolio S&P 500 Value ETF,股权,35.03,0.12,0.34,34.91,35.07,35.1,34.86,0.69%,2969094,4602524348,2.59866469,NYSE,145.0
DAR,"Darling Ingredients, Inc.",美国达尔令国际,环境控制,28.27,0.19,0.68,28.08,28.24,28.28,27.68,2.14%,943099,4598642436,42.19402948,NYSE,141.0
HRB,"H&R Block, Inc.",H & R布洛克税务公司,,23.48,0.0,0.0,23.48,23.6,23.6,23.32,1.21%,2865737,4577542129,11.62376226,NYSE,723.0
VLY,Valley National Bancorp,硅谷国家银行,银行,11.36,-0.1,-0.83,11.45,11.53,11.54,11.2,2.97%,2525396,4575821201,11.24257391,NYSE,61.0
PACW,PacWest Bancorp,PacWest Bancorp,银行,38.24,-0.03,-0.08,38.27,38.53,38.53,37.82,1.86%,764839,4564809597,9.93246821,NASDAQ,61.0
MAT,"Mattel, Inc.",美国美泰公司,"玩具/游戏/爱好
",13.29,-0.26,-1.88,13.55,13.68,13.71,13.13,4.24%,3288484,4559302460,-21.79508158,NASDAQ,378.0
BYND,"Beyond Meat, Inc.",Beyond Meat,,75.64,0.04,0.05,75.6,76.23,77.2,75.26,2.57%,2223755,4552488487,-184.487805,NASDAQ,
BBJP,JPMorgan BetaBuilders Japan ETF,JPMorgan BetaBuilders Japan ETF,,24.79,0.25,1.02,24.54,24.84,24.84,24.69,0.61%,8517853,4535967927,,AMEX,
AAXN,"Axon Enterprise, Inc.","Axon Enterprise, Inc.",,76.56,3.28,4.48,73.28,74.02,76.62,73.34,4.48%,847439,4522377175,294.46153987,NASDAQ,
FLO,"Flowers Foods, Inc.",花苑食品,食品,21.24,-0.5,-2.3,21.74,21.78,21.82,21.16,3.01%,944430,4495730020,24.41379271,NYSE,18.0
CWK,Cushman & Wakefield Plc,Cushman & Wakefield Plc,,20.63,0.19,0.93,20.44,20.5,20.65,20.08,2.79%,616314,4494080994,-206.29998853,NYSE,
JHG,Janus Henderson Group Plc,Janus Henderson Group Plc,,24.51,0.06,0.25,24.45,24.2,24.51,23.94,2.33%,746375,4484516838,11.3999996,NYSE,
VEON,VEON Ltd.,VEON Ltd.,,2.55,0.02,0.79,2.53,2.54,2.58,2.53,1.98%,2393168,4477772743,7.72727228,NASDAQ,
ANGI,"ANGI Homeservices, Inc.",安吉斯里斯特公司,互联网,8.87,0.4,4.72,8.47,8.5,8.88,8.5,4.49%,2315624,4432181948,63.35714177,NASDAQ,41.0
TRIP,"TripAdvisor, Inc.",猫途鹰,互联网,30.26,-0.12,-0.39,30.38,30.66,30.84,30.18,2.19%,1980064,4416166922,36.02381092,NASDAQ,41.0
VLUE,iShares Edge MSCI USA Value Factor ETF,iShares Edge MSCI USA Value Factor ETF,,90.31,0.58,0.65,89.73,90.26,90.41,89.79,0.69%,742916,4405921390,,AMEX,
YPF,YPF SA,阿根廷YPF,,11.26,-0.32,-2.76,11.58,11.51,11.53,11.11,3.63%,2861520,4403138971,-75.06666521,NYSE,710.0
NVT,nVent Electric Plc,nVent Electric Plc,,25.92,0.34,1.33,25.58,25.82,25.93,25.58,1.37%,1060903,4367165693,18.51428608,NYSE,
HR,"Healthcare Realty Trust, Inc.",医疗保健房地产信托,房地产信托投资基金,32.69,-0.68,-2.04,33.37,33.53,33.53,32.37,3.48%,867981,4362468014,155.66666499,NYSE,227.0
IMMU,"Immunomedics, Inc.","Immunomedics, Inc.",生物技术,20.36,-0.8,-3.78,21.16,21.26,21.32,20.22,5.20%,3054952,4340495857,-10.9462368,NASDAQ,39.0
GRUB,"Grubhub, Inc.","Grubhub, Inc.",媒体内容,47.24,-1.4,-2.88,48.64,49.31,49.74,46.69,6.27%,2355039,4322630382,1181.00006836,NYSE,702.0
KBR,"KBR, Inc.",KBR科技,工程建设,30.73,0.23,0.75,30.5,30.7,30.75,30.41,1.13%,1342627,4320859675,23.10526207,NYSE,117.0
CFX,Colfax Corp.,科尔法克斯,多元化制造商,37.01,0.63,1.73,36.38,36.93,37.04,36.45,1.62%,1099959,4315794303,-10.98219572,NYSE,58.0
RH,RH,RH,零售,211.5,-2.0,-0.94,213.5,214.86,214.86,209.83,2.36%,1012717,4310661100,21.64790073,NYSE,52.0
NOMD,Nomad Foods Ltd.,Nomad Foods Ltd.,,22.21,-0.16,-0.72,22.37,22.44,22.59,22.08,2.28%,1233753,4301235075,24.67777741,NYSE,
AVT,"Avnet, Inc.",安富利电子科技公司,电子,42.72,0.28,0.66,42.44,42.98,42.98,42.15,1.96%,652750,4288865544,34.17600098,NYSE,49.0
LAZ,Lazard Ltd.,Lazard Ltd.,多元化金融服务,40.76,0.8,2.0,39.96,40.03,40.85,39.92,2.33%,839411,4275811710,14.25174819,NYSE,56.0
STL,"Sterling Bancorp (Montebello, New York)","Sterling Bancorp (Montebello, New York)",银行,21.19,0.11,0.52,21.08,21.21,21.21,20.98,1.11%,1475284,4274283184,10.43842406,NYSE,61.0
PRSP,"Perspecta, Inc.","Perspecta, Inc.",,26.34,-0.1,-0.38,26.44,26.54,26.57,25.9,2.53%,1236136,4267597984,54.87500154,NASDAQ,
DKS,"Dick's Sporting Goods, Inc.",迪克体育用品,,48.22,-1.27,-2.57,49.49,49.73,49.76,47.79,3.99%,1929179,4221651936,13.17486341,NYSE,712.0
SBRA,"Sabra Health Care REIT, Inc.","Sabra Health Care REIT, Inc.",,20.97,-0.37,-1.73,21.34,21.44,21.48,20.58,4.21%,2089424,4213251492,524.24999455,NASDAQ,729.0
EWY,iShares MSCI South Korea ETF,韩国ETF-iShares MSCI,股权,62.17,-0.02,-0.03,62.19,61.79,62.17,61.69,0.78%,3203138,4211129878,29.32547242,NYSE,145.0
MCHI,iShares MSCI China ETF,中国ETF-iShares MSCI,股权,66.23,2.14,3.34,64.09,65.28,66.23,65.28,1.48%,2801120,4204162884,,NYSE,145.0
BHF,"Brighthouse Financial, Inc.","Brighthouse Financial, Inc.",,39.22,-0.01,-0.03,39.23,39.78,39.84,38.7,2.91%,914062,4203300155,2.57180336,NASDAQ,
RIG,Transocean Ltd.,Transocean Ltd.,,6.93,0.05,0.73,6.88,6.98,7.0,6.76,3.49%,12965889,4202342510,-2.8401638,NYSE,710.0
FNB,F.N.B. Corp. (Pennsylvania),F.N.B. Corp. (Pennsylvania),银行,12.75,0.05,0.39,12.7,12.75,12.76,12.46,2.36%,2906649,4123298063,10.80508523,NYSE,61.0
ACWX,iShares MSCI ACWI ex U.S. ETF,iShares MSCI ACWI ex U.S. ETF,股权,49.72,0.6,1.22,49.12,49.5,49.72,49.46,0.53%,1597235,4122914415,,NASDAQ,145.0
FIVN,"Five9, Inc.","Five9, Inc.",软件,66.76,1.18,1.8,65.58,66.1,67.22,65.56,2.53%,698491,4062948400,-2225.33345428,NASDAQ,14.0
SPTM,SPDR Portfolio Total Stock Market ETF,SPDR Portfolio Total Stock Market ETF,,40.18,0.32,0.8,39.86,40.09,40.18,39.91,0.69%,801746,4051232086,,AMEX,
THO,"Thor Industries, Inc.",托尔工业集团,,73.85,-0.44,-0.59,74.29,74.73,74.73,72.35,3.20%,759247,4048831822,23.89967655,NYSE,848.0
MUR,Murphy Oil Corp.,墨菲石油,油气,26.55,-0.25,-0.93,26.8,26.89,27.08,26.39,2.57%,1923170,4038088765,3.24969388,NYSE,76.0
BTG,B2Gold Corp.,B2Gold Corp.,,3.93,-0.08,-2.0,4.01,4.05,4.07,3.8,6.73%,6626926,4021166047,65.50000258,AMEX,717.0
HUYA,"HUYA, Inc.",虎牙公司,,20.02,2.07,11.53,17.95,18.35,20.09,18.31,9.92%,7339363,4005788142,71.50000133,NYSE,
TWO,Two Harbors Investment Corp.,Two Harbors Investment Corp.,,14.71,0.09,0.62,14.62,14.65,14.72,14.56,1.09%,1741215,3997984779,-7.99456509,NYSE,726.0
NEWR,"New Relic, Inc.","New Relic, Inc.",,68.06,2.35,3.58,65.71,66.16,68.08,66.16,2.92%,715805,3991671272,-64.81904824,NYSE,
AAXJ,iShares MSCI All Country Asia ex Japan ETF,亚洲ETF-iShares MSCI,股权,74.91,1.41,1.92,73.5,74.3,74.96,74.3,0.90%,777377,3984375903,,NASDAQ,145.0
FL,"Foot Locker, Inc.",富乐客,零售,38.09,-0.9,-2.31,38.99,39.24,39.24,37.85,3.55%,2752700,3982358005,8.19139771,NYSE,52.0
TGE,Tallgrass Energy LP,Tallgrass Energy LP,油气服务,22.1,-0.02,-0.09,22.12,22.11,22.13,22.1,0.14%,18394864,3982326193,14.73333359,NASDAQ,68.0
UMPQ,Umpqua Holdings Corp.,Umpqua Holdings Corp.,银行,18.18,0.48,2.71,17.7,18.09,18.19,17.88,1.75%,2327432,3978220205,11.43396222,NASDAQ,61.0
VVV,"Valvoline, Inc.","Valvoline, Inc.",,21.18,-0.23,-1.07,21.41,21.45,21.57,20.89,3.17%,1038402,3971394008,19.25454531,NYSE,
CNK,"Cinemark Holdings, Inc.",喜满客影城,娱乐,34.07,0.22,0.65,33.85,33.96,34.08,33.62,1.36%,1156564,3969593499,21.56329036,NYSE,72.0
AA,Alcoa Corp.,美国铝业公司,,21.42,-0.09,-0.42,21.51,21.86,21.86,21.32,2.53%,3062541,3959199678,-5.11217179,NYSE,717.0
HYLB,Xtrackers USD High Yield Corporate Bond ETF,Xtrackers USD High Yield Corporate Bond ETF,,50.57,0.2,0.4,50.37,50.47,50.58,50.44,0.27%,4536286,3958134459,,AMEX,
THC,Tenet Healthcare Corp.,泰尼特健保,健康护理服务,38.35,0.32,0.84,38.03,38.2,38.36,37.22,3.00%,764316,3935758399,-16.60173135,NYSE,95.0
SVC,Service Properties Trust,Service Properties Trust,,23.91,-0.42,-1.73,24.33,24.32,24.32,23.77,2.26%,851833,3929811966,23.6732674,NASDAQ,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,iShares Broad USD Investment Grade Corporate Bond ETF,,58.43,0.13,0.22,58.3,58.53,58.56,58.37,0.32%,1670264,3919198990,,NASDAQ,
WMGI,Wright Medical Group NV,Wright Medical Group NV,,30.59,0.12,0.38,30.48,30.55,30.66,30.46,0.66%,2324143,3915856326,-35.57558001,NASDAQ,738.0
EQC,Equity Commonwealth,Equity Commonwealth,,32.15,-0.68,-2.07,32.83,32.93,32.93,32.02,2.79%,681640,3912541307,8.0982371,NYSE,
WRI,Weingarten Realty Investors,魏因加滕房地产投资信托基金,,30.32,-0.92,-2.94,31.24,31.38,31.38,30.25,3.63%,766311,3906512328,12.9572653,NYSE,729.0
TXRH,"Texas Roadhouse, Inc.",德州公路酒吧,零售,56.24,-0.08,-0.14,56.32,56.64,56.88,55.78,1.95%,981435,3895249561,24.66666771,NASDAQ,52.0
ICPT,"Intercept Pharmaceuticals, Inc.","Intercept Pharmaceuticals, Inc.",生物技术和制药,118.68,-5.24,-4.23,123.92,121.28,121.53,115.2,5.11%,987341,3881199109,-10.91812342,NASDAQ,700.0
LAUR,"Laureate Education, Inc.","Laureate Education, Inc.",,17.83,0.22,1.25,17.61,17.64,17.83,17.56,1.53%,632226,3871724757,34.96078482,NASDAQ,
AAN,"Aaron's, Inc.","Aaron's, Inc.",商业服务,57.67,0.56,0.98,57.11,57.41,57.88,56.86,1.79%,636951,3863578688,19.48310724,NYSE,16.0
CIM,Chimera Investment Corp.,奇美拉投资,房地产信托投资基金,20.59,0.03,0.15,20.56,20.59,20.61,20.45,0.78%,1060069,3846117246,34.31666556,NYSE,227.0
OUT,"OUTFRONT Media, Inc.","OUTFRONT Media, Inc.",,26.77,-0.05,-0.19,26.82,26.89,26.89,26.38,1.90%,1103469,3831399484,25.25471878,NYSE,
MDLA,"Medallia, Inc.",Medallia,,31.01,-0.1,-0.32,31.11,31.45,31.5,30.78,2.31%,645267,3825017611,-24.22656322,NYSE,
NFG,National Fuel Gas Co.,National Fuel Gas Co.,,44.85,-1.69,-3.63,46.54,46.6,46.67,44.71,4.21%,699929,3816597814,12.70538211,NYSE,694.0
TNK,Teekay Tankers Ltd.,Teekay Tankers Ltd.,,24.63,0.66,2.75,23.97,24.24,24.65,23.68,4.05%,710545,3813373283,-82.09999394,NYSE,790.0
BVN,Compa帽铆a de Minas Buenaventura SAA,布埃纳文图拉开采,,15.06,-0.04,-0.26,15.1,15.26,15.36,14.9,3.05%,664615,3804725279,-125.5000063,NYSE,717.0
VRNT,"Verint Systems, Inc.","Verint Systems, Inc.",软件,57.3,1.94,3.5,55.36,55.51,57.32,55.51,3.27%,830040,3798944298,73.46154018,NASDAQ,14.0
NIO,"NIO, Inc. (China)",蔚来汽车,,3.72,-0.3,-7.46,4.02,4.1,4.1,3.61,12.19%,103899030,3796237219,-1.37269372,NYSE,
PBF,"PBF Energy, Inc.","PBF Energy, Inc.",油气,31.79,0.42,1.34,31.37,31.67,31.97,31.23,2.37%,675311,3785272757,-42.38666789,NYSE,76.0
SIX,Six Flags Entertainment Corp.,Six Flags Entertainment Corp.,,45.06,-0.05,-0.11,45.11,44.37,45.06,43.8,2.79%,1768508,3779085891,14.08125022,NYSE,879.0
SLM,SLM Corp.,学贷美,,8.94,0.03,0.34,8.91,8.98,9.01,8.82,2.13%,1733168,3763636583,6.77272669,NASDAQ,726.0
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,景顺 标普500高股利低波组合 ETF,股权,43.57,-0.46,-1.04,44.03,44.19,44.2,43.45,1.70%,616090,3754609137,,NASDAQ,145.0
AXSM,"Axsome Therapeutics, Inc.","Axsome Therapeutics, Inc.",,101.31,-2.05,-1.98,103.36,104.69,104.79,98.52,6.07%,1239544,3746010997,-62.92546376,NASDAQ,
SHM,SPDR Nuveen Barclays Short Term Municipal Bond ETF,SPDR 纽文彭博巴克莱短期市政债 ETF,股权,49.17,0.06,0.12,49.11,49.1,49.17,49.08,0.18%,920977,3728078928,,NYSE,145.0
AUY,"Yamana Gold, Inc.","Yamana Gold, Inc.",,3.91,-0.04,-1.01,3.95,4.01,4.03,3.89,3.54%,16351005,3701972590,24.43750108,NYSE,717.0
ERJ,Embraer SA,ERJ航空,航空航天/国防,20.03,0.54,2.77,19.49,19.99,20.09,19.79,1.56%,994728,3694509843,-47.69047931,NYSE,60.0
MAC,Macerich Co.,马塞里奇房产,,25.93,-0.99,-3.68,26.92,26.95,26.98,25.75,4.55%,3038950,3669358247,28.81111221,NYSE,729.0
NKTR,Nektar Therapeutics,内克塔治疗,生物技术和制药,20.96,-0.62,-2.9,21.59,21.8,21.93,20.71,5.65%,1817837,3668823405,-8.59016336,NASDAQ,700.0
XMLV,Invesco S&P MidCap Low Volatility ETF,Invesco S&P MidCap Low Volatility ETF,股权,53.34,-0.47,-0.87,53.81,54.0,54.0,52.95,1.95%,649656,3646923999,,AMEX,145.0
FEYE,"FireEye, Inc.","FireEye, Inc.",软件,16.78,0.25,1.51,16.53,16.68,16.89,16.59,1.85%,2017667,3612022477,-13.21259916,NASDAQ,14.0
BB,BlackBerry Ltd.,黑莓公司,,6.52,0.1,1.56,6.42,6.52,6.56,6.45,1.71%,5348958,3588164834,-59.27272742,NYSE,
APLE,"Apple Hospitality REIT, Inc.","Apple Hospitality REIT, Inc.",,16.0,-0.15,-0.93,16.15,16.26,16.28,15.96,2.01%,1638400,3585053607,19.9999997,NYSE,
ENPH,"Enphase Energy, Inc.","Enphase Energy, Inc.",能源-替代能源,29.34,3.21,12.28,26.13,26.37,29.35,26.04,12.67%,7775679,3584685964,77.21052769,NASDAQ,109.0
AM,Antero Midstream Corp.,美国贺卡公司,"家庭产品/用品
",7.09,-0.5,-6.59,7.59,7.62,7.65,7.03,8.20%,4325684,3579425759,-23.6333329,NYSE,283.0
GT,Goodyear Tire & Rubber Co.,固特异轮胎橡胶公司,汽车制造,15.38,-0.17,-1.13,15.55,15.69,15.69,15.26,2.80%,1825706,3561735683,18.75609786,NASDAQ,155.0
GOOS,"Canada Goose Holdings, Inc.",加拿大鹅控股公司,,35.68,-0.56,-1.55,36.24,36.38,36.47,35.18,3.56%,2284845,3558000183,36.040404,NYSE,
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc.",,60.21,0.6,1.01,59.61,59.84,60.59,58.62,3.30%,1233259,3538482855,-146.85365758,NASDAQ,
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,iShares 0-5 Year High Yield Corporate Bond ETF,股权,46.51,0.08,0.17,46.43,46.43,46.53,46.42,0.24%,1219630,3533949010,,NYSE,145.0
TGNA,"TEGNA, Inc.","TEGNA, Inc.",,16.36,-0.33,-1.98,16.69,16.85,16.85,16.07,4.67%,950330,3519267710,9.73809591,NYSE,
CCJ,Cameco Corp.,Cameco Corp.,采矿,8.94,0.04,0.45,8.9,8.9,8.96,8.85,1.24%,1416854,3512329093,44.69999724,NYSE,2.0
VIAV,"Viavi Solutions, Inc.","Viavi Solutions, Inc.",,15.3,0.3,2.03,15.0,15.22,15.32,15.05,1.80%,941619,3498713736,127.54167206,NASDAQ,
ASB,Associated Banc-Corp,Associated Banc-Corp,,21.94,-0.1,-0.45,22.04,22.13,22.13,21.82,1.41%,1178514,3495963719,10.9154232,NYSE,
LPX,Louisiana-Pacific Corp.,路易斯安那太平洋,,29.88,0.21,0.71,29.67,29.77,29.92,29.4,1.75%,1118120,3487179573,62.24999964,NYSE,679.0
PCI,PIMCO Dynamic Credit & Mortgage Income Fund,PIMCO Dynamic Credit & Mortgage Income Fund,股权,25.09,-0.11,-0.44,25.2,25.2,25.23,25.09,0.54%,786635,3469772461,,NYSE,145.0
RXN,Rexnord Corp.,Rexnord Corp.,金属构造/部件,32.84,0.22,0.67,32.62,32.91,32.98,32.53,1.38%,802361,3459992985,21.74834461,NYSE,101.0
PEB,Pebblebrook Hotel Trust,Pebblebrook Hotel Trust,,26.46,-0.35,-1.31,26.81,26.98,26.98,26.34,2.39%,1108370,3452853680,-43.37704666,NYSE,729.0
MFA,"MFA Financial, Inc.","MFA Financial, Inc.",房地产信托投资基金,7.64,-0.01,-0.13,7.65,7.65,7.66,7.57,1.18%,2977529,3451522686,10.6111105,NYSE,227.0
UNVR,"Univar Solutions, Inc.","Univar Solutions, Inc.",,24.35,0.11,0.45,24.24,24.39,24.58,24.1,1.98%,1646409,3443373022,-78.54838772,NYSE,
DOC,Physicians Realty Trust,Physicians Realty Trust,,18.25,-0.46,-2.46,18.71,18.78,18.87,18.21,3.53%,1279704,3438503689,79.34782465,NYSE,729.0
ETRN,Equitrans Midstream Corp.,Equitrans Midstream Corp.,,13.42,0.06,0.45,13.36,13.5,13.53,13.24,2.17%,3285182,3426306617,191.71428599,NYSE,
GBIL,Goldman Sachs TreasuryAccess 0-1 Year ETF,Goldman Sachs TreasuryAccess 0-1 Year ETF,,100.17,0.03,0.03,100.14,100.15,100.17,100.15,0.02%,1067279,3389194591,,AMEX,
ENR,"Energizer Holdings, Inc.",劲量控股,电力组件与设备,48.55,-1.67,-3.33,50.22,50.39,50.41,47.82,5.17%,634766,3382284768,69.35714295,NYSE,7.0
IOVA,"Iovance Biotherapeutics, Inc.","Iovance Biotherapeutics, Inc.",,26.68,-1.0,-3.61,27.68,27.96,27.96,26.24,6.21%,1086263,3354263223,-19.61764708,NASDAQ,
QRTEA,"Qurate Retail, Inc.","Qurate Retail, Inc.",,8.11,-0.32,-3.8,8.43,8.56,8.57,7.99,6.88%,4863563,3353290602,-9.6547618,NASDAQ,
FTCH,Farfetch Ltd.,Farfetch Ltd.,,11.11,0.76,7.34,10.35,10.46,11.16,10.43,7.05%,5791669,3332999897,-9.03251991,NYSE,
BYD,Boyd Gaming Corp.,博伊德赌场,住宿,30.05,0.11,0.37,29.94,30.22,30.31,29.61,2.34%,925481,3310493717,21.77536184,NYSE,176.0
EAF,GrafTech International Ltd.,GrafTech International Ltd.,,11.39,-0.23,-1.98,11.62,11.67,11.8,11.17,5.42%,2160405,3274618137,4.14181831,NYSE,
GOL,GOL Linhas A茅reas Inteligentes SA,勒莫国航,,18.44,0.37,2.05,18.07,18.21,18.51,18.21,1.66%,694950,3257160162,-108.47059024,NYSE,673.0
AGIO,"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc.",,47.52,-0.23,-0.48,47.75,48.49,48.54,46.9,3.43%,839386,3255119356,-6.93722644,NASDAQ,
FSK,FS KKR Capital Corp.,FS KKR Capital Corp.,,6.17,0.04,0.65,6.13,6.13,6.2,6.13,1.14%,1552303,3236624980,2.30223878,NYSE,
SPLG,SPDR Portfolio Large Cap ETF,SPDR Portfolio Large Cap ETF,,38.14,0.32,0.85,37.82,38.03,38.14,37.89,0.66%,2746442,3216362586,,AMEX,
AXE,"Anixter International, Inc.",艾利斯特国际,,95.65,3.55,3.85,92.1,94.04,95.88,93.91,2.14%,1002287,3212973866,15.99498348,NYSE,833.0
IRDM,"Iridium Communications, Inc.",铱星通讯,电信,24.84,0.2,0.81,24.64,24.65,24.84,24.35,1.99%,624067,3201927631,-44.35714294,NASDAQ,30.0
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,SPDR短期高收益债指数ETF,股权,27.01,0.07,0.26,26.94,26.99,27.02,26.95,0.26%,1759482,3192333335,,NASDAQ,145.0
IIVI,"II-VI, Inc.",II￢I Incorporated,电子,35.32,1.65,4.9,33.67,34.26,35.32,34.01,3.89%,1751691,3191986173,40.13636351,NASDAQ,49.0
MOAT,VanEck Vectors Morningstar Wide Moat ETF,VanEck Vectors 晨星宽护城河 ETF,股权,55.28,0.5,0.91,54.78,55.19,55.32,54.93,0.71%,1015165,3176815248,,NASDAQ,145.0
AMKR,"Amkor Technology, Inc.",艾马克技术公司,半导体,13.26,0.26,2.0,13.0,13.17,13.26,13.0,2.00%,703712,3172329113,63.1428602,NASDAQ,12.0
LM,"Legg Mason, Inc.",美盛集团,,36.45,0.54,1.5,35.91,36.18,36.47,35.54,2.59%,929005,3146178448,-49.93150659,NYSE,708.0
CLDR,"Cloudera, Inc.","Cloudera, Inc.",,11.6,-0.03,-0.26,11.63,11.73,11.79,11.51,2.39%,3316523,3127555471,-8.11188868,NYSE,
ONB,Old National Bancorp,Old National Bancorp,银行,18.33,0.04,0.22,18.29,18.39,18.39,18.16,1.26%,795253,3118375443,13.37956194,NYSE,61.0
SHO,"Sunstone Hotel Investors, Inc.","Sunstone Hotel Investors, Inc.",,13.78,-0.14,-1.01,13.92,14.0,14.0,13.73,1.94%,1812323,3105247727,20.26470528,NYSE,729.0
PGRE,"Paramount Group, Inc.","Paramount Group, Inc.",,13.65,-0.27,-1.94,13.92,13.98,13.98,13.56,3.02%,1030126,3103323294,170.62499905,NYSE,
ALKS,Alkermes Plc,阿克姆斯公司,生物技术和制药,19.76,-0.64,-3.14,20.4,20.49,20.63,19.61,4.98%,982558,3103262139,-15.43750052,NASDAQ,700.0
SEM,Select Medical Holdings Corp.,Select Medical Holdings Corp.,健康护理服务,23.18,-0.16,-0.69,23.34,23.38,23.5,22.78,3.08%,692359,3102285687,22.28846265,NYSE,95.0
VSH,"Vishay Intertechnology, Inc.",威世科技,电子,21.49,0.2,0.94,21.29,21.48,21.5,21.07,2.02%,616930,3098367003,12.27999987,NYSE,49.0
SINA,SINA Corp.,新浪,互联网,43.36,3.43,8.59,39.93,41.9,43.43,41.13,5.76%,1468961,3098352724,24.91954044,NASDAQ,41.0
SPEM,SPDR Portfolio Emerging Markets ETF,SPDR Portfolio Emerging Markets ETF,,38.37,0.78,2.08,37.59,38.01,38.37,38.0,0.98%,2185353,3094978438,,AMEX,
HEFA,iShares Currency Hedged MSCI EAFE ETF,iShares Currency Hedged MSCI EAFE ETF,股权,30.93,0.41,1.36,30.52,30.87,30.93,30.76,0.54%,734861,3092559884,,NYSE,145.0
BJ,"BJ's Wholesale Club Holdings, Inc.","BJ's Wholesale Club Holdings, Inc.",,22.6,-0.14,-0.62,22.74,23.04,23.04,22.32,3.19%,1504588,3082994122,14.67532529,NYSE,
IGT,International Game Technology Plc,国际游戏科技公司,娱乐,15.08,0.11,0.73,14.97,15.13,15.21,14.83,2.54%,1796168,3077769228,65.56521587,NYSE,72.0
ENLC,EnLink Midstream LLC,EnLink Midstream LLC,,6.3,0.17,2.77,6.13,6.19,6.34,6.07,4.49%,2887893,3060794926,-7.87500012,NYSE,
NEO,"NeoGenomics, Inc.","NeoGenomics, Inc.",生物技术,29.05,-0.2,-0.68,29.25,29.55,29.79,28.76,3.52%,841589,3027879086,1452.49999432,NASDAQ,39.0
KBH,KB Home,KB Home,房屋建筑商,34.51,0.24,0.7,34.27,34.43,34.57,33.95,1.81%,1317864,3025873803,12.59488985,NYSE,110.0
NAVI,Navient Corp.,Navient Corp.,,13.65,-0.03,-0.18,13.68,13.77,13.77,13.58,1.39%,2164564,3016050034,6.50238112,NASDAQ,726.0
YETI,"YETI Holdings, Inc.","YETI Holdings, Inc.",,34.9,0.12,0.35,34.78,34.78,35.29,34.2,3.13%,1529227,3003951045,41.54762216,NYSE,
PENN,"Penn National Gaming, Inc.",佩恩国民博彩,,26.14,0.58,2.27,25.56,25.97,26.15,25.62,2.07%,1365911,2997414703,32.27160409,NASDAQ,673.0
RLJ,RLJ Lodging Trust,RLJ Lodging Trust,,17.56,-0.16,-0.9,17.72,17.85,17.85,17.46,2.20%,952031,2994920170,31.92727106,NYSE,729.0
FTEC,Fidelity MSCI Information Technology Index ETF,富达 MSCI信息技术指数 ETF,,73.79,1.31,1.81,72.48,73.11,73.79,72.92,1.20%,661372,2987298996,,NYSE,
TDC,Teradata Corp.,天睿公司,计算机,26.68,-0.09,-0.34,26.77,26.99,27.17,26.52,2.43%,942531,2985750050,222.33334085,NYSE,5.0
HGV,"Hilton Grand Vacations, Inc.","Hilton Grand Vacations, Inc.",,34.88,0.49,1.42,34.39,34.61,35.07,34.34,2.12%,1316645,2982468780,12.15331096,NYSE,
SJI,"South Jersey Industries, Inc.","South Jersey Industries, Inc.",,32.42,-0.56,-1.7,32.98,32.98,33.04,32.13,2.74%,727973,2969969523,34.12631429,NYSE,694.0
EWC,iShares MSCI Canada ETF,加拿大ETF-iShares MSCI,"债务
",29.98,0.09,0.3,29.89,29.95,29.99,29.83,0.54%,1936510,2964544208,-85.65714301,NYSE,348.0
